Code	Codelist Code	Codelist Extensible (Yes/No)	Codelist Name	CDISC Submission Value	CDISC Synonym(s)	CDISC Definition	NCI Preferred Term
C122132	C65047		Laboratory Test Code	LAP	Cytosol Aminopeptidase; LAP3; Leucine Aminopeptidase; Leucine Aminopeptidase 3; Leucyl Aminopeptidase	A measurement of the total leucine aminopeptidase present in a biological specimen.	Leucine Aminopeptidase Measurement
C189508	C65047		Laboratory Test Code	LAPOB	LDL Apolipoprotein B	A measurement of the apolipoprotein B in the low density lipoprotein fraction of a biological specimen.	LDL Fraction Apoliprotein B Measurement
C176240	C65047		Laboratory Test Code	LCHLCM	Lithocholate Compounds; Lithocholic Acid Compounds	A measurement of the lithocholic acid, glycolithocholic acid, and taurolithocholic acid in a biological specimen.	Lithocholate Compounds Measurement
C176307	C65047		Laboratory Test Code	LCHT	Lithocholate; Lithocholic Acid	A measurement of the lithocholate in a biological specimen.	Lithocholate Measurement
C106539	C65047		Laboratory Test Code	LCN2	Lipocalin-2; Neutrophil Gelatinase-Associated Lipocalin; NGAL; Oncogene 24p3	A measurement of lipocalin-2 in a biological specimen.	Lipocalin-2 Measurement
C106540	C65047		Laboratory Test Code	LCN2CREA	Lipocalin-2/Creatinine; Neutrophil Gelatinase-Associated Lipocalin/Creatinine; NGAL/Creatinine	A relative measurement (ratio or percentage) of the lipocalin-2 to creatinine present in a sample.	Lipocalin-2 to Creatinine Ratio Measurement
C147381	C65047		Laboratory Test Code	LCTHSPGM	Lecithin/Sphingomyelin; LS Ratio	A relative measurement (ratio) of the lecithin to sphingomyelin in a biological specimen.	Lecithin to Sphingomyelin Ratio Measurement
C64855	C65047		Laboratory Test Code	LDH	Lactate Dehydrogenase	A measurement of the lactate dehydrogenase in a biological specimen.	Lactate Dehydrogenase Measurement
C74887	C65047		Laboratory Test Code	LDH1	LDH Isoenzyme 1	A measurement of the lactate dehydrogenase isoenzyme 1 in a biological specimen.	Lactate Dehydrogenase Isoenzyme 1 Measurement
C79451	C65047		Laboratory Test Code	LDH1LDH	LDH Isoenzyme 1/LDH	A relative measurement (ratio or percentage) of the lactate dehydrogenase isoenzyme 1 to total lactate dehydrogenase in a biological specimen.	LDH Isoenzyme 1 to LDH Ratio Measurement
C74888	C65047		Laboratory Test Code	LDH2	LDH Isoenzyme 2	A measurement of the lactate dehydrogenase isoenzyme 2 in a biological specimen.	Lactate Dehydrogenase Isoenzyme 2 Measurement
C79452	C65047		Laboratory Test Code	LDH2LDH	LDH Isoenzyme 2/LDH	A relative measurement (ratio or percentage) of the lactate dehydrogenase isoenzyme 2 to total lactate dehydrogenase in a biological specimen.	LDH Isoenzyme 2 to LDH Ratio Measurement
C74889	C65047		Laboratory Test Code	LDH3	LDH Isoenzyme 3	A measurement of the lactate dehydrogenase isoenzyme 3 in a biological specimen.	Lactate Dehydrogenase Isoenzyme 3 Measurement
C79453	C65047		Laboratory Test Code	LDH3LDH	LDH Isoenzyme 3/LDH	A relative measurement (ratio or percentage) of the lactate dehydrogenase isoenzyme 3 to total lactate dehydrogenase in a biological specimen.	LDH Isoenzyme 3 to LDH Ratio Measurement
C74890	C65047		Laboratory Test Code	LDH4	LDH Isoenzyme 4	A measurement of the lactate dehydrogenase isoenzyme 4 in a biological specimen.	Lactate Dehydrogenase Isoenzyme 4 Measurement
C79454	C65047		Laboratory Test Code	LDH4LDH	LDH Isoenzyme 4/LDH	A relative measurement (ratio or percentage) of the lactate dehydrogenase isoenzyme 4 to total lactate dehydrogenase in a biological specimen.	LDH Isoenzyme 4 to LDH Ratio Measurement
C74891	C65047		Laboratory Test Code	LDH5	LDH Isoenzyme 5	A measurement of the lactate dehydrogenase isoenzyme 5 in a biological specimen.	Lactate Dehydrogenase Isoenzyme 5 Measurement
C79455	C65047		Laboratory Test Code	LDH5LDH	LDH Isoenzyme 5/LDH	A relative measurement (ratio or percentage) of the lactate dehydrogenase isoenzyme 5 to total lactate dehydrogenase in a biological specimen.	LDH Isoenzyme 5 to LDH Ratio Measurement
C79449	C65047		Laboratory Test Code	LDHCREAT	Lactate Dehydrogenase/Creatinine	A relative measurement (ratio or percentage) of the lactate dehydrogenase to creatinine in a biological specimen.	Lactate Dehydrogenase to Creatinine Ratio Measurement
C165972	C65047		Laboratory Test Code	LDHEXR	Lactate Dehydrogenase Excretion Rate	A measurement of the amount of lactate dehydrogenase being excreted in a biological specimen over a defined amount of time (e.g. one hour).	Lactate Dehydrogenase Excretion Rate
C105588	C65047		Laboratory Test Code	LDL	LDL Cholesterol	A measurement of the low density lipoprotein cholesterol in a biological specimen.	Low Density Lipoprotein Cholesterol Measurement
C121182	C65047		Laboratory Test Code	LDLHDL	LDL Cholesterol/HDL Cholesterol	A relative measurement (ratio) of the low density lipoprotein cholesterol to high density lipoprotein cholesterol in a biological specimen.	LDL Cholesterol to HDL Cholesterol Ratio Measurement
C120635	C65047		Laboratory Test Code	LDLOXI	Oxidized LDL Cholesterol	A measurement of the oxidized low density lipoprotein cholesterol in a biological specimen.	Oxidized LDL Cholesterol Measurement
C120636	C65047		Laboratory Test Code	LDLP	LDL Particles	A measurement of the concentration of the total LDL particles in a biological specimen.	LDL Particles Measurement
C120637	C65047		Laboratory Test Code	LDLPATT	LDL Subtype Pattern	A description of the low density lipoprotein particle pattern (an interpretation of the amounts of LDL particles based on size and density) in a biological specimen.	LDL Subtype Pattern
C103412	C65047		Laboratory Test Code	LDLPSZ	LDL Particle Size	A measurement of the average particle size of low-density lipoprotein in a biological specimen.	LDL Particle Size Measurement
C189506	C65047		Laboratory Test Code	LDLT	LDL Triglyceride	A measurement of the low density lipoprotein triglyceride in a biological specimen.	LDL Triglyceride Measurement
C147382	C65047		Laboratory Test Code	LEAD	Lead; Pb	A measurement of the lead in a specimen.	Lead Measurement
C127625	C65047		Laboratory Test Code	LEIM	Immature Leukocytes	A measurement of the immature leukocytes in a biological specimen.	Immature Leukocyte Count
C127626	C65047		Laboratory Test Code	LEIMLE	Immature Leukocytes/Leukocytes	A relative measurement (ratio or percentage) of the immature leukocytes to leukocytes in a biological specimen.	Immature Leukocyte to Leukocytes Ratio Measurement
C74866	C65047		Laboratory Test Code	LEPTIN	Leptin	A measurement of the leptin hormone in a biological specimen.	Leptin Measurement
C199901	C65047		Laboratory Test Code	LEPTINR	CD295; LEP-R; LEPR; Leptin Receptor; OB Receptor	A measurement of the leptin receptor in a biological specimen.	Leptin Receptor Measurement
C174293	C65047		Laboratory Test Code	LEPTO	Leptocytes	A measurement of the leptocytes in a biological specimen.	Leptocyte Measurement
C122133	C65047		Laboratory Test Code	LEU	Leucine	A measurement of the leucine in a biological specimen.	Leucine Measurement
C64856	C65047		Laboratory Test Code	LEUKASE	Leukocyte Esterase	A measurement of the enzyme which indicates the presence of white blood cells in a biological specimen.	Leukocyte Esterase Measurement
C116195	C65047		Laboratory Test Code	LEUKCE	Leukemic Cells; Residual Leukemic Cells	A measurement of the leukemic cells in a biological specimen.	Leukemic Cells Measurement
C147383	C65047		Laboratory Test Code	LEUKCRBC	Leukocytes Corrected for Nucleated Erythrocytes; Leuks Corrected for Nucl Erythrocytes	A measurement of the leukocytes corrected for nucleated erythrocytes in a biological specimen.	Leukocytes Corrected for Nucleated Erythrocytes Count
C79467	C65047		Laboratory Test Code	LGLUCLE	Large Unstained Cells/Leukocytes	A relative measure (ratio or percentage) of the large unstained cells to leukocytes in a biological specimen.	Large Unstained Cells to Leukocytes Ratio Measurement
C74659	C65047		Laboratory Test Code	LGUNSCE	Large Unstained Cells	A measurement of the large, peroxidase-negative cells which cannot be further characterized (i.e. as large lymphocytes, virocytes, or stem cells) present in a biological specimen.	Large Unstained Cell Count
C74790	C65047		Laboratory Test Code	LH	Luteinizing Hormone; Lutropin	A measurement of the luteinizing hormone in a biological specimen.	Luteinizing Hormone Measurement
C130163	C65047		Laboratory Test Code	LIF	Leukemia Inhibitory Factor	A measurement of leukemia inhibitory factor in a biological specimen.	Leukemia Inhibitory Factor Measurement
C117840	C65047		Laboratory Test Code	LIPASEG	Gastric Triacylglycerol Lipase; Lipase, Gastric; LIPF	A measurement of the gastric triacylglycerol lipase in a biological specimen.	Gastric Lipase Measurement
C187808	C65047		Laboratory Test Code	LIPASEH	Hepatic Triacylglycerol Lipase; Lipase, Hepatic; LIPH	A measurement of the hepatic triacylglycerol lipase in a biological specimen.	Hepatic Triacylglycerol Lipase Measurement
C117841	C65047		Laboratory Test Code	LIPASEP	Lipase, Pancreatic; Pancreatic Triacylglycerol Lipase; PNLIP	A measurement of the pancreatic triacylglycerol lipase in a biological specimen.	Pancreatic Lipase Measurement
C117748	C65047		Laboratory Test Code	LIPASET	Lipase; Total Lipase; Triacylglycerol Lipase	A measurement of the total triacylglycerol lipase in a biological specimen.	Lipase Measurement
C117842	C65047		Laboratory Test Code	LIPASLAL	Acid Cholesteryl Ester Hydrolase; LAL; LIPA; Lipase, Lysosomal Acid; Lysosomal Lipase	A measurement of the lysosomal acid lipase in a biological specimen.	Lysosomal Acid Lipase Measurement
C111242	C65047		Laboratory Test Code	LIPEMIAI	Lipemia; Lipemic Index	A measurement of the abnormally high concentration of lipid in a biological specimen.	Lipemic Index
C74949	C65047		Laboratory Test Code	LIPID	Lipid; Total Lipid	A measurement of the total lipids (cholesterol, lipoproteins, and triglycerides) in a biological specimen.	Lipid Measurement
C142284	C65047		Laboratory Test Code	LIQUFT	Liquefaction Time	A measurement of the time it takes for a gelatinous or semi-solid substance to change to a liquid.	Liquefaction Time Measurement
C189505	C65047		Laboratory Test Code	LITHIUM	Lithium	A measurement of the lithium in a biological specimen.	Lithium Measurement
C98732	C65047		Laboratory Test Code	LLCFR	Bence-Jones, Lambda; Lambda Light Chain, Free	A measurement of the free lambda light chain in a biological specimen.	Free Lambda Light Chain Measurement
C147384	C65047		Laboratory Test Code	LMBDLC	Lambda Light Chain	A measurement of the total lambda light chains in a biological specimen.	Lambda Light Chain Measurement
C191289	C65047		Laboratory Test Code	LMP2GPDH	LAMP2/GAPDH; Lysosomal Associated Membrane Protein 2/Glyceraldehyde-3-Phosphate Dehydrogenase	A relative measurement (ratio) of the lysosomal associated membrane protein 2 to glyceraldehyde-3-phosphate dehydrogenase in a biological specimen.	Lysosomal Associated Membrane Protein 2 to Glyceraldehyde-3-Phosphate Dehydrogenase Ratio Measurement
C184621	C65047		Laboratory Test Code	LOPRAZLM	Loprazolam	A measurement of the loprazolam in a biological specimen.	Loprazolam Measurement
C198285	C65047		Laboratory Test Code	LOX1	C-Type Lectin Domain Family 8 Member A; CLEC8A; Lectin-Like Oxidized LDL Receptor-1; LOX-1; Oxidized LDL Receptor 1; Oxidized Low-Density Lipoprotein Receptor 1	A measurement of the lectin-like oxidized LDL Receptor-1 in a biological specimen.	Lectin-Like Oxidized LDL Receptor-1 Measurement
C177977	C65047		Laboratory Test Code	LOXAPN	Loxapine	A measurement of the loxapine in a biological specimen.	Loxapine Measurement
C82022	C65047		Laboratory Test Code	LPA	Lipoprotein-a	A measurement of the lipoprotein-a in a biological specimen.	Lipoprotein a Measurement
C174291	C65047		Laboratory Test Code	LPL	Lipoprotein Lipase	A measurement of the lipoprotein lipase in a biological specimen.	Lipoprotein Lipase Measurement
C120638	C65047		Laboratory Test Code	LPPLA2	Lipoprotein Associated Phospholipase A2	A measurement of the lipoprotein associated phospholipase A2 in a biological specimen.	Lipoprotein Associated Phospholipase A2 Measurement
C165973	C65047		Laboratory Test Code	LRG1	HMFT1766; Leucine Rich Alpha-2-Glycoprotein 1	A measurement of the leucine rich alpha-2-glycoprotein 1 in a biological specimen.	Leucine Rich Alpha-2-Glycoprotein 1 Measurement
C184622	C65047		Laboratory Test Code	LRMZPM	Lormetazepam	A measurement of the lormetazepam in a biological specimen.	Lormetazepam Measurement
C75374	C65047		Laboratory Test Code	LRZPM	Lorazepam	A measurement of the lorazepam present in a biological specimen.	Lorazepam Measurement
C75354	C65047		Laboratory Test Code	LSD	Acid; Lysergate Diethylamide; Lysergic Acid Diethylamide	A measurement of the lysergic acid diethylamine (LSD) in a biological specimen.	Lysergide Measurement
C172495	C65047		Laboratory Test Code	LSELS	sL-Selectin; Soluble CD62L; Soluble L-Selectin	A measurement of the soluble L-selectin in a biological specimen.	Soluble L-Selectin Measurement
C132375	C65047		Laboratory Test Code	LTA	Lymphotoxin Alpha; TNF-beta; Tumor Necrosis Factor Beta	A measurement of the lymphotoxin alpha in a biological specimen.	Lymphotoxin Alpha Measurement
C103413	C65047		Laboratory Test Code	LTB4	Leukotriene B4	A measurement of the leukotriene B4 in a biological specimen.	Leukotriene B4 Measurement
C189516	C65047		Laboratory Test Code	LTC4SN	Leukotriene C4 Synthase	A measurement of the leukotriene C4 synthase in a biological specimen.	Leukotriene C4 Synthase Measurement
C103414	C65047		Laboratory Test Code	LTD4	Leukotriene D4	A measurement of the leukotriene D4 in a biological specimen.	Leukotriene D4 Measurement
C103415	C65047		Laboratory Test Code	LTE4	Leukotriene E4	A measurement of the leukotriene E4 in a biological specimen.	Leukotriene E4 Measurement
C82021	C65047		Laboratory Test Code	LTF	Lactoferrin; Lactotransferrin	A measurement of the lactoferrin in a biological specimen.	Lactoferrin Measurement
C177963	C65047		Laboratory Test Code	LURASIDN	Lurasidone	A measurement of the lurasidone in a biological specimen.	Lurasidone Measurement
C147385	C65047		Laboratory Test Code	LVFBRSC	Liver Fibrosis Score	A scoring system that evaluates liver pathology through the assessment of multiple blood test parameters, taking into account additional demographic factors such as the age and/or sex of the subject.	Liver Fibrosis Score
C184572	C65047		Laboratory Test Code	LVRPHNL	Levorphanol	A measurement of the levorphanol in a biological specimen.	Levorphanol Measurement
C147386	C65047		Laboratory Test Code	LVTRCTM	Levetiracetam	A measurement of the levetiracetam in a biological specimen.	Levetiracetam Measurement
C163463	C65047		Laboratory Test Code	LY6E	Lymphocyte Antigen 6 Family Member E; Lymphocyte Antigen 6E	A measurement of the lymphocyte antigen 6E in a biological specimen.	Lymphocyte Antigen 6E Measurement
C51949	C65047		Laboratory Test Code	LYM	Lymphocytes	A measurement of the lymphocytes in a biological specimen.	Lymphocyte Count
C119289	C65047		Laboratory Test Code	LYMA	Lymphocytes Activated	A measurement of the total activated lymphocytes in a biological specimen.	Activated Lymphocytes Measurement
C64818	C65047		Laboratory Test Code	LYMAT	Lymphocytes Atypical; Lymphocytes, Variant; Reactive Lymphocytes	A measurement of the atypical lymphocytes in a biological specimen.	Atypical Lymphocyte Count
C64819	C65047		Laboratory Test Code	LYMATLE	Lymphocytes Atypical/Leukocytes; Lymphocytes, Variant/Leukocytes; Reactive Lymphocytes/Leukocytes	A relative measurement (ratio or percentage) of the atypical lymphocytes to leukocytes in a biological specimen.	Atypical Lymphocyte to Leukocyte Ratio Measurement
C74654	C65047		Laboratory Test Code	LYMATLY	Atypical Lymphocytes/Lymphocytes; Lymphocytes Atypical/Lymphocytes; Reactive Lymphocytes/Lymphocytes; Variant Lymphocytes/Lymphocytes	A relative measurement (ratio or percentage) of the atypical lymphocytes to all lymphocytes in a biological specimen.	Reactive Lymphocyte to Lymphocyte Ratio Measurement
C98751	C65047		Laboratory Test Code	LYMCE	Lymphocytes/Total Cells	A relative measurement (ratio or percentage) of the lymphocytes to total cells in a biological specimen (for example a bone marrow specimen).	Lymphocyte to Total Cell Ratio Measurement
C147387	C65047		Laboratory Test Code	LYMCLF	Lymphocytes, Clefted	A measurement of the clefted lymphocytes in a biological specimen.	Clefted Lymphocytes Count
C147388	C65047		Laboratory Test Code	LYMCLFLE	Lymphocytes, Clefted/Leukocytes	A relative measurement (ratio or percentage) of the clefted lymphocytes to total leukocytes in a biological specimen.	Clefted Lymphocytes to Leukocytes Ratio Measurement
C100444	C65047		Laboratory Test Code	LYMIM	Immature Lymphocytes	A measurement of the immature lymphocytes in a biological specimen.	Immature Lymphocytes Measurement
C100443	C65047		Laboratory Test Code	LYMIMLE	Immature Lymphocytes/Leukocytes	A relative measurement (ratio or percentage) of the immature lymphocytes to leukocytes in a biological specimen.	Immature Lymphocytes to Leukocytes Ratio Measurement
C64820	C65047		Laboratory Test Code	LYMLE	Lymphocytes/Leukocytes	A relative measurement (ratio or percentage) of the lymphocytes to leukocytes in a biological specimen.	Lymphocyte to Leukocyte Ratio
C158236	C65047		Laboratory Test Code	LYMLG	Large Lymphocytes	A measurement of the large lymphocytes (approximately between 10 um and 20 um in diameter) in a biological specimen.	Large Lymphocyte Count
C74613	C65047		Laboratory Test Code	LYMMCE	Lymphoma Cells	A measurement of the malignant lymphocytes in a biological specimen.	Lymphoma Cell Count
C186078	C65047		Laboratory Test Code	LYMMCECE	Lymphoma Cells/Total Cells	A relative measurement (ratio or percentage) of the lymphoma cells to total cells in a biological specimen.	Lymphoma Cell to Total Cell Ratio Measurement
C147389	C65047		Laboratory Test Code	LYMMCELE	Lymphoma Cells/Leukocytes	A relative measurement (ratio or percentage) of the malignant lymphocytes to all leukocytes in a biological specimen.	Lymphoma Cells to Leukocytes Ratio Measurement
C74910	C65047		Laboratory Test Code	LYMMCELY	Lymphoma Cells/Lymphocytes	A relative measurement (ratio or percentage) of the malignant lymphocytes to all lymphocytes in a biological specimen.	Lymphoma Cell to Lymphocyte Ratio Measurement
C186079	C65047		Laboratory Test Code	LYMNE	Lymphocytes/Neutrophils	A relative measurement (ratio) of lymphocytes to neutrophils in a biological specimen.	Lymphocyte to Neutrophil Ratio Measurement
C135430	C65047		Laboratory Test Code	LYMNSQE	Lymphocytes/Non-Squam Epi Cells	A relative measurement (ratio or percentage) of the lymphocytes to non-squamous epithelial cells in a biological specimen.	Lymphocytes to Non-Squamous Epithelial Cells Ratio Measurement
C139064	C65047		Laboratory Test Code	LYMPHOID	Lymphoid Cells	A measurement of the total lymphoid lineage cells in a biological specimen.	Lymphoid Cell Count
C81955	C65047		Laboratory Test Code	LYMPHOTC	Chemokine Ligand 1; Lymphotactin	A measurement of the lymphotactin in a biological specimen.	Lymphotactin Measurement
C74618	C65047		Laboratory Test Code	LYMPL	Plasmacytoid Lymphocytes; Plymphocytes	A measurement of the plasmacytoid lymphocytes (lymphocytes with peripherally clumped chromatin and often deep blue cytoplasm, and that appear similar to plasma cells) in a biological specimen.	Plasmacytoid Lymphocyte Count
C158229	C65047		Laboratory Test Code	LYMPLLE	Plasmacytoid Lymphocytes/Leukocytes	A relative measurement (ratio or percentage) of the plasmacytoid lymphocytes to all leukocytes in a biological specimen.	Plasmacytoid Lymphocytes to Leukocytes Ratio Measurement
C74648	C65047		Laboratory Test Code	LYMPLLY	Plasmacytoid Lymphocytes/Lymphocytes	A relative measurement (ratio or percentage) of the plasmacytoid lymphocytes (lymphocytes with peripherally clumped chromatin and often deep blue cytoplasm, and that appear similar to plasma cells) to all lymphocytes in a biological specimen.	Plasmacytoid Lymphocyte to Lymphocyte Ratio Measurement
C111329	C65047		Laboratory Test Code	LYMVAC	Vacuolated Lymphocytes	A measurement of the vacuolated lymphocytes in a biological specimen.	Vacuolated Lymphocyte Count
C127627	C65047		Laboratory Test Code	LYMVACLE	Vacuolated Lymphocytes/Leukocytes	A relative measurement (ratio or percentage) of the vacuolated lymphocytes to leukocytes in a biological specimen.	Vacuolated Lymphocyte to Leukocyte Ratio Measurement
C122134	C65047		Laboratory Test Code	LYS	Lysine	A measurement of the lysine in a biological specimen.	Lysine Measurement
C209601	C65047		Laboratory Test Code	LYSOGB3	Globotriaosylsphingosine; Lyso-Gb3; Lyso-GL3	A measurement of the globotriaosylsphingosine in a biological specimen.	Globotriaosylsphingosine Measurement
C184523	C65047		Laboratory Test Code	LYSOGL1	Glucopsychosine; Glucosylsphingosine; Lyso-GL1	A measurement of the glucopsychosine in a biological specimen.	Glucopsychosine Measurement
C120640	C65047		Laboratory Test Code	LYSOZYME	Lysozyme	A measurement of lysozyme in a biological specimen.	Lysozyme Measurement
C154728	C65047		Laboratory Test Code	M130	Scavenger Rcpt Cys-Rich Type1 Prot M130; Scavenger Receptor Cysteine-Rich Type 1 Protein M130; Soluble CD163; Soluble CD163a	A measurement of the scavenger receptor cysteine-rich type 1 protein M130 in a biological specimen.	Scavenger Receptor Cysteine-Rich Type 1 Protein M130 Measurement
C184550	C65047		Laboratory Test Code	MABCHMCA	MAB-CHMINACA	A measurement of the synthetic cannabinoid MAB-CHMINACA in a biological specimen.	MAB-CHMINACA Measurement
C147390	C65047		Laboratory Test Code	MACROBLD	Macroscopic Blood; Visible Blood	A measurement of the blood in body products such as a urine or stool sample, and visibly detectable on gross examination.	Macroscopic Blood Measurement
C64821	C65047		Laboratory Test Code	MACROCY	Macrocytes	A measurement of the macrocytes in a biological specimen.	Macrocyte Count
C154742	C65047		Laboratory Test Code	MANNITOL	Mannitol	A measurement of the mannitol in a biological specimen.	Mannitol Measurement
C225615	C65047		Laboratory Test Code	MAO	Monoamine Oxidase	A measurement of the total monoamine oxidase in a biological specimen.	Monoamine Oxidase Measurement
C111246	C65047		Laboratory Test Code	MASTCE	Mast Cells; Mastocytes	A measurement of the mast cells in a biological specimen.	Mast Cell Count
C111247	C65047		Laboratory Test Code	MASTCECE	Mast Cells/Total Cells	A relative measurement (ratio or percentage) of the mast cells to total cells in a biological specimen.	Mast Cell to Total Cell Ratio Measurement
C187812	C65047		Laboratory Test Code	MASTCELE	Mast Cells/Leukocytes	A relative measurement (ratio or percentage) of mast cells to total leukocytes in a biological specimen.	Mast Cells to Leukocytes Ratio Measurement
C74614	C65047		Laboratory Test Code	MAYHEG	May-Hegglin Anomaly	A measurement of the May-Hegglin anomaly in a blood sample. This anomaly is characterized by large, misshapen platelets and the presence of Dohle bodies in leukocytes.	May-Hegglin Anomaly Measurement
C184623	C65047		Laboratory Test Code	MAZINDOL	Mazindol	A measurement of the mazindol in a biological specimen.	Mazindol Measurement
C122135	C65047		Laboratory Test Code	MBP	Myelin Basic Protein	A measurement of the myelin basic protein in a biological specimen.	Myelin Basic Protein Measurement
C177957	C65047		Laboratory Test Code	MCA2	2-Methylcitrate; 2-Methylcitric Acid; MCA; Methylcitrate; Methylcitric Acid	A measurement of the 2-methylcitrate in a biological specimen.	2-Methylcitrate Measurement
C184552	C65047		Laboratory Test Code	MCATHNON	Ephedrone; Methcathinone	A measurement of the methcathinone in a biological specimen.	Methcathinone Measurement
C64797	C65047		Laboratory Test Code	MCH	Ery. Mean Corpuscular Hemoglobin	A measurement of the mean amount of hemoglobin per erythrocyte in a biological specimen, calculated as the product of hemoglobin times ten, divided by the number of erythrocytes.	Erythrocyte Mean Corpuscular Hemoglobin
C64798	C65047		Laboratory Test Code	MCHC	Ery. Mean Corpuscular HGB Concentration	An indirect measurement of the average concentration of hemoglobin per erythrocyte in a biological specimen, calculated as the ratio of hemoglobin to hematocrit.	Erythrocyte Mean Corpuscular Hemoglobin Concentration
C82025	C65047		Laboratory Test Code	MCP1	CCL2; Chemokine (C-C Motif) Ligand 2; Monocyte Chemoattractant Protein-1; Monocyte Chemotactic Protein 1	A measurement of the monocyte chemotactic protein 1 in a biological specimen.	Monocyte Chemotactic Protein 1 Measurement
C209602	C65047		Laboratory Test Code	MCP1CRT	CCL2/Creatinine; Chemokine (C-C Motif) Ligand 2/Creatinine; Monocyte Chemotactic Protein 1/Creatinine; Monocyte Chemotactic Protein1/Creatinine	A relative measurement (ratio or percentage) of the monocyte chemotactic protein 1 to creatinine in a biological specimen.	Monocyte Chemotactic Protein 1 to Creatinine Ratio Measurement
C74798	C65047		Laboratory Test Code	MCPHG	Macrophages	A measurement of the macrophages in a biological specimen.	Macrophage Count
C111244	C65047		Laboratory Test Code	MCPHGCE	Macrophages/Total Cells	A relative measurement (ratio or percentage) of the macrophages to total cells in a biological specimen.	Macrophage to Total Cell Ratio Measurement
C123460	C65047		Laboratory Test Code	MCPHGLE	Macrophages/Leukocytes	A relative measurement (ratio or percentage) of the macrophages to leukocytes in a biological specimen.	Macrophage to Leukocyte Ratio
C135431	C65047		Laboratory Test Code	MCPHNSQE	Macrophages/Non-Squam Epi Cells	A relative measurement (ratio or percentage) of the macrophages to non-squamous epithelial cells in a biological specimen.	Macrophages to Non-Squamous Epithelial Cells Ratio Measurement
C92291	C65047		Laboratory Test Code	MCPROT	Abnormal Gamma Protein Band; M Protein; M-Spike Paraprotein; M-Spike Protein; Monoclonal Immunoglobulin Protein; Monoclonal Protein; Monoclonal Protein Spike; Myeloma Protein; Paraprotein	A measurement of homogenous immunoglobulin resulting from the proliferation of a single clone of plasma cells in a biological specimen.	Monoclonal Protein Measurement
C80191	C65047		Laboratory Test Code	MCSF	Macrophage Colony Stimulating Factor	A measurement of the macrophage colony stimulating factor in a biological specimen.	Macrophage Colony Stimulating Factor Measurement
C64799	C65047		Laboratory Test Code	MCV	Ery. Mean Corpuscular Volume; Erythrocytes Mean Corpuscular Volume; RBC Mean Corpuscular Volume	A measurement of the mean cellular volume per erythrocyte in a biological specimen.	Erythrocyte Mean Corpuscular Volume
C114215	C65047		Laboratory Test Code	MCVRETIC	MCV Reticulocytes; MCVr; Mean Corpuscular Volume Reticulocytes	A measurement of the mean volume of reticulocytes in a biological specimen.	Reticulocyte Mean Corpuscular Volume
C174294	C65047		Laboratory Test Code	MDA	3,4-methylenedioxyamphetamine	A measurement of the 3,4-methylenedioxyamphetamine in a biological specimen.	3,4-methylenedioxyamphetamine Measurement
C187811	C65047		Laboratory Test Code	MDALD	Malondialdehyde; MDA	A measurement of the malondialdehyde in a biological specimen.	Malondialdehyde Measurement
C81956	C65047		Laboratory Test Code	MDC	C-C Motif Chemokine Ligand 22; CCL22; Chemokine (C-C Motif) Ligand 22; Chemokine Ligand 22; Macrophage-Derived Chemokine	A measurement of the macrophage-derived chemokine in a biological specimen.	Macrophage-Derived Chemokine Measurement
C174295	C65047		Laboratory Test Code	MDEA	3,4-methylenedioxy-N-ethylamphetamine; Eve; MDE	A measurement of the 3,4-methylenedioxy-N-ethylamphetamine in a biological specimen.	3,4-methylenedioxy-N-ethylamphetamine Measurement
C75359	C65047		Laboratory Test Code	MDMA	3,4-methylenedioxymethamphetamine; Ecstasy	A measurement of the 3,4-methylenedioxymethamphetamine (MDMA) in a biological specimen.	3,4-Methylenedioxymethamphetamine Measurement
C201429	C65047		Laboratory Test Code	MDW	Monocyte Distribution Width	A measurement of the monocyte volume dispersion in a biological specimen.	Monocyte Distribution Width Measurement
C139083	C65047		Laboratory Test Code	MDZLM	Midazolam	A measurement of the midazolam present in a biological specimen.	Midazolam Measurement
C139079	C65047		Laboratory Test Code	MDZPM	Medazepam	A measurement of the medazepam present in a biological specimen.	Medazepam Measurement
C147391	C65047		Laboratory Test Code	MECONIUM	Meconium	A measurement of the meconium in a biological specimen.	Meconium Measurement
C111250	C65047		Laboratory Test Code	MENGL	Meningeal Cells	A measurement of the mengingeal cells in a biological specimen.	Meningeal Cell Count
C111251	C65047		Laboratory Test Code	MENGLCE	Meningeal Cells/Total Cells	A relative measurement (ratio or percentage) of the meningeal cells to total cells in a biological specimen.	Meningeal Cell to Total Cell Ratio Measurement
C147392	C65047		Laboratory Test Code	MEPRDN	Meperidine	A measurement of the meperidine in a biological specimen.	Meperidine Measurement
C127628	C65047		Laboratory Test Code	MERCECE	Erythroid Precursors/Total Cells; Maturing Erythroid Cells/Total Cells; Maturing Erythroid/Total Cells; Total Erythroid Precursors/Total Cells	A relative measurement (ratio or percentage) of the maturing erythroid cells to total cells in a biological specimen.	Maturing Erythroid Cell to Total Cell Ratio Measurement
C147393	C65047		Laboratory Test Code	MERCURY	Hg; Mercury	A measurement of the mercury in a specimen.	Mercury Measurement
C75355	C65047		Laboratory Test Code	MESCALIN	3,4,5-trimethoxyphenethylamine; Mescaline	A measurement of the mescaline in a biological specimen.	Mescaline Measurement
C177979	C65047		Laboratory Test Code	MESORDZN	Mesoridazine	A measurement of the mesoridazine in a biological specimen.	Mesoridazine Measurement
