Code	Codelist Code	Codelist Extensible (Yes/No)	Codelist Name	CDISC Submission Value	CDISC Synonym(s)	CDISC Definition	NCI Preferred Term
C7492	C88025		Neoplasm Type	ODONTOMA, AMELOBLASTIC, MALIGNANT		A malignant neoplasm arising from tooth-forming tissues with-enamel organ differentiation (but without enamel formation).	Ameloblastic Carcinoma
C3287	C88025		Neoplasm Type	ODONTOMA, BENIGN	Fibro-Odontoma; Fibroodontoma	A benign neoplasm of tooth origin.	Odontoma
C4812	C88025		Neoplasm Type	ODONTOMA, MALIGNANT	Malignant Odontogenic Tumor	A malignant neoplasm of tooth origin.	Malignant Odontogenic Neoplasm
C119577	C88025		Neoplasm Type	OLIGODENDROGLIOMA, MALIGNANT		A malignant neoplasm of the brain or spinal cord originating from oligodendrocytes.	Experimental Organism Malignant Oligodendroglioma
C7072	C88025		Neoplasm Type	ONCOCYTOMA, BENIGN	Oncocytic Tumor; Oncocytoma	A benign neoplasm composed of large cells with abundant eosinophilic granular cytoplasm (oncocytes).	Oncocytic Neoplasm
C3679	C88025		Neoplasm Type	ONCOCYTOMA, MALIGNANT	Hurthle Cell Adenocarcinoma; Hurthle Cell Carcinoma; Oncocytic Adenocarcinoma; Oncocytic Carcinoma	A malignant neoplasm composed of large epithelial cells with abundant granular eosinophilic cytoplasm (oncocytes).	Oncocytic Adenocarcinoma
C3294	C88025		Neoplasm Type	OSTEOBLASTOMA, BENIGN	Giant Osteoid Osteoma; Ossifying Giant Cell Tumor	A benign neoplasm of bone, characterized by the formation of osteoid tissue and large osteoblast-like cells.	Osteoblastoma
C3295	C88025		Neoplasm Type	OSTEOCHONDROMA, BENIGN		A benign cartiliginous neoplasm arising from the metaphysis of bone.	Osteochondroma
C7155	C88025		Neoplasm Type	OSTEOCHONDROSARCOMA, MALIGNANT	Primary Bone Chondrosarcoma; Primary Chondrosarcoma; Primary Chondrosarcoma of Bone; Primary Chondrosarcoma of the Bone	A malignant cartiliginous neoplasm of bone.	Primary Central Chondrosarcoma
C4304	C88025		Neoplasm Type	OSTEOCLASTOMA, MALIGNANT	Dedifferentiated Giant Cell Tumor; Giant Cell Bone Sarcoma; Giant Cell Sarcoma of Bone; Giant Cell Sarcoma of the Bone	A malignant neoplasm of bone comprised of osteoclast-like giant cells and mononuclear cells.	Malignancy in Giant Cell Tumor of Bone
C3740	C88025		Neoplasm Type	OSTEOFIBROMA, BENIGN	Desmoid Tumor of Bone; Desmoplastic Fibroma; Desmoplastic Fibroma of Bone; Desmoplastic Fibroma of the Bone; Osseous Desmoplastic Fibroma	A benign neoplasm characterized by osteolysis and the presence of a rich collagenous stroma and spindle cells.	Desmoplastic Fibroma
C3296	C88025		Neoplasm Type	OSTEOMA, BENIGN		A benign well-differentiated neoplasm of bone.	Osteoma
C8810	C88025		Neoplasm Type	OSTEOSARCOMA, EXTRASKELETAL, MALIGNANT	Extraosseous Osteosarcoma; Extraskeletal Osteogenic Sarcoma; Soft Tissue Osteosarcoma	A malignant bone-forming neoplasm, arising in tissue other than bone.	Extraskeletal Osteosarcoma
C9145	C88025		Neoplasm Type	OSTEOSARCOMA, MALIGNANT	Osteogenic Sarcoma	A malignant neoplasm usually arising from bone.	Osteosarcoma
C7440	C88025		Neoplasm Type	PAPILLOMA, BENIGN		A benign epithelial neoplasm that projects above the surrounding epithelial surface.	Papilloma
C3698	C88025		Neoplasm Type	PAPILLOMA, CHOROID PLEXUS, BENIGN	Papilloma of Choroid Plexus; Papilloma of the Choroid Plexus	A benign neoplasm of the choroid plexus of the central nervous system.	Choroid Plexus Papilloma
C3712	C88025		Neoplasm Type	PAPILLOMA, SQUAMOUS CELL, BENIGN	Epidermoid Cell Papilloma; Epidermoid Papilloma; Keratotic Papilloma; Squamous Cell Papilloma	A benign epithelial neoplasm characterized by a papillary growth pattern and a proliferation of neoplastic squamous cells.	Squamous Papilloma
C3842	C88025		Neoplasm Type	PAPILLOMA, UROTHELIAL CELL, BENIGN	Transitional Cell Papilloma; Transitional Papilloma	A benign papillary neoplasm composed of urothelial cells.	Urothelial Papilloma
C48314	C88025		Neoplasm Type	PARAGANGLIOMA, BENIGN	Benign Neuroendocrine Cell Tumor; Benign Paraganglionic Neoplasm	A benign neoplasm arising from paraganglia located along nerves composed of neoplastic neuroectodermal chromaffin cells.	Non-Metastatic Paraganglioma
C8559	C88025		Neoplasm Type	PARAGANGLIOMA, MALIGNANT	Malignant Neoplasm of Paraganglion; Malignant Paraganglion Tumor	A malignant neoplasm arising from paraganglia located along nerves composed of neoplastic neuroectodermal chromaffin cells.	Metastatic Paraganglioma
C96805	C88025		Neoplasm Type	PERIPHERAL CHOLANGIOCARCINOMA, MALIGNANT	Peripheral Cholangiocarcinoma	A malignant intrahepatic neoplasm arising from the small interlobular bile ducts.	Small Duct Intrahepatic Cholangiocarcinoma
C48305	C88025		Neoplasm Type	PHEOCHROMOCYTOMA, BENIGN		A benign neoplasm of the adrenal gland medulla.	Non-Metastatic Adrenal Gland Pheochromocytoma
C92181	C88025		Neoplasm Type	PHEOCHROMOCYTOMA, COMPLEX, BENIGN		A benign neoplasm of the adrenal gland medulla, composed of medullary and neuroectodermal components.	Non-Metastatic Adrenal Gland Composite Pheochromocytoma
C92184	C88025		Neoplasm Type	PHEOCHROMOCYTOMA, COMPLEX, MALIGNANT		A malignant neoplasm of the adrenal gland medulla, composed of medullary and neuroectodermal components.	Metastatic Adrenal Gland Composite Pheochromocytoma
C4220	C88025		Neoplasm Type	PHEOCHROMOCYTOMA, MALIGNANT	Malignant Adrenal Gland Chromaffin Neoplasm; Malignant Adrenal Gland Chromaffin Paraganglioma; Malignant Adrenal Gland Chromaffin Tumor; Malignant Adrenal Gland Chromaffinoma; Malignant Adrenal Gland Paraganglioma; Malignant Adrenal Medullary Paraganglioma; Malignant Adrenal Medullary Pheochromocytoma; Malignant Adrenal Pheochromocytoma; Malignant Pheochromocytoma; Pheochromoblastoma	A malignant neoplasm of the adrenal gland medulla.	Metastatic Adrenal Gland Pheochromocytoma
C7368	C88025		Neoplasm Type	PILOMATRIXOMA, BENIGN	Benign Pilomatricoma; Benign Pilomatrixoma; Calcifying Epitherlioma of Malherbe; Pilomatrixoma	A benign hair follicle neoplasm in the outer hair sheath and infundibulum, characterized by abrupt keratinization and central lumen with ghost cells.	Pilomatricoma
C9344	C88025		Neoplasm Type	PINEOBLASTOMA, MALIGNANT	Pineal Gland PNET; Pineal Gland Primitive Neuroectodermal Neoplasm; Pineal Gland Primitive Neuroectodermal Tumor; Pineal PNET; Pineal Primitive Neuroectodermal Neoplasm; Pineal Primitive Neuroectodermal Tumor; PNET of Pineal Gland; PNET of the Pineal Gland; Primitive Neuroectodermal Neoplasm of Pineal Gland; Primitive Neuroectodermal Neoplasm of the Pineal Gland; Primitive Neuroectodermal Tumor of Pineal Gland; Primitive Neuroectodermal Tumor of the Pineal Gland	A poorly differentiated malignant embryonal neoplasm arising from the pineal region of the brain.	Pineoblastoma
C6966	C88025		Neoplasm Type	PINEOCYTOMA, BENIGN	Benign Pinealoma	A benign neoplasm of the brain arising from the pineal gland.	Pineocytoma
C94524	C88025		Neoplasm Type	PITUICYTOMA, BENIGN		A benign neoplasm arising from the posterior lobe of the pituitary gland.	Pituicytoma
C176395	C88025		Neoplasm Type	PITUICYTOMA, MALIGNANT		A malignant neoplasm arising from the posterior lobe of the pituitary gland.	Experimental Organism Malignant Pituicytoma
C130197	C88025		Neoplasm Type	PLASMA CELL TUMOR, BENIGN		A benign neoplasm composed of plasma cells.	Experimental Organism Benign Plasma Cell Tumor
C4665	C88025		Neoplasm Type	PLASMA CELL TUMOR, MALIGNANT	Plasma Cell Dyscrasia; Plasma Cell Tumor; Plasmacytic Neoplasm; Plasmacytic Tumor	A malignant neoplasm composed of plasma cells.	Plasma Cell Neoplasm
C112275	C88025		Neoplasm Type	POLYP, BENIGN		A benign polypoid neoplasm of an epithelial lining projecting into a lumen or cavity.	Experimental Organism Benign Polyp
C6433	C88025		Neoplasm Type	POLYP, ENDOMETRIAL STROMAL, BENIGN		A benign polypoid neoplasm of the endometrium projecting into the endometrial cavity.	Endometrial Polyp
C124612	C88025		Neoplasm Type	POLYP, GLANDULAR, BENIGN		A benign polyp with prominent, hyperplastic glandular structures.	Experimental Organism Glandular Polyp
C3664	C88025		Neoplasm Type	POLYP, VAGINAL, BENIGN	Polyp of the Vagina; Polyp of Vagina	A benign polypoid growth arising from the vaginal wall.	Vaginal Polyp
C126088	C88025		Neoplasm Type	RENAL MESENCHYMAL TUMOR, MALIGNANT		A malignant neoplasm arising from foci of atypical fibroblast-like cells in the interstitium of the outer stripe of the outer medulla of the kidney. (INHAND)	Experimental Organism Malignant Renal Mesenchymal Tumor
C4684	C88025		Neoplasm Type	RETICULOSIS, MALIGNANT	Angiocentric T-Cell Lymphoma	A malignant lymphoid neoplasm composed of EBV-positive NK/T cells arranged in an angiocentric pattern.	Nasal Type Extranodal NK/T-Cell Lymphoma
C7541	C88025		Neoplasm Type	RETINOBLASTOMA, MALIGNANT	RB	A malignant neoplasm originating in the nuclear layer of the retina.	Retinoblastoma
C3358	C88025		Neoplasm Type	RHABDOMYOMA, BENIGN		A benign neoplasm arising from skeletal or cardiac muscle, characterized by the presence of rhabdomyoblasts.	Rhabdomyoma
C3359	C88025		Neoplasm Type	RHABDOMYOSARCOMA, MALIGNANT		A malignant mesenchymal neoplasm arising from skeletal muscle.	Rhabdomyosarcoma
C124613	C88025		Neoplasm Type	SARCOMA ARISING IN FIBROADENOMA, MALIGNANT		A malignant mesenchymal neoplasm that arises from a pre-existing benign fibroadenoma.	Experimental Organism Malignant Sarcoma Arising From Fibroadenoma
C221698	C88025		Neoplasm Type	SARCOMA, EOSINOPHIL GRANULOCYTIC, MALIGNANT		A malignant neoplasm of myeloid origin characterized by extramedullary proliferation of granulocytic cells of eosinophil type. (INHAND)	Eosinophil Granulocytic Sarcoma
C35815	C88025		Neoplasm Type	SARCOMA, GRANULOCYTIC, MALIGNANT		A malignant neoplasm of myeloid origin characterized by extramedullary proliferation of granulocytic cells of heterophil, neutrophil, or eosinophil type. (INHAND)	Granulocytic Sarcoma
C27349	C88025		Neoplasm Type	SARCOMA, HISTIOCYTIC, MALIGNANT		A malignant neoplasm composed of cells resembling histiocytes.	Histiocytic Sarcoma
C8312	C88025		Neoplasm Type	SARCOMA, LEPTOMENINGEAL, MALIGNANT	Sarcoma of Leptomeninges; Sarcoma of the Leptomeninges; Sarcoma, Meningeal	A malignant mesenchymal neoplasm arising from the leptomeninges.	Leptomeningeal Sarcoma
C9118	C88025		Neoplasm Type	SARCOMA, MALIGNANT	Mesenchymal Tumor, Malignant; Sarcoma; Sarcoma of Soft Tissue and Bone; Sarcoma of the Soft Tissue and Bone	A malignant mesenchymal neoplasm. A general term for which the transformed cell type has not been specified.	Sarcoma
C3520	C88025		Neoplasm Type	SARCOMA, MYELOID, MALIGNANT	Chloroma; Extramedullary Myeloid Tumor	A malignant neoplasm composed of myeloblasts or immature myeloid cells. It occurs in extramedullary sites or the bone.	Myeloid Sarcoma
C4525	C88025		Neoplasm Type	SARCOMA, RENAL, MALIGNANT		A malignant neoplasm of the kidney parenchyma.	Kidney Sarcoma
C3400	C88025		Neoplasm Type	SARCOMA, SYNOVIAL, MALIGNANT	SS	A malignant neoplasm that usually arises in the synovial membranes of the joints and the synovial cells of the tendons and bursae.	Synovial Sarcoma
C3269	C88025		Neoplasm Type	SCHWANNOMA, BENIGN	Neurilemmoma; Neurinoma; Schwannoma; Schwannoma (Who Grade I)	A benign neoplasm of the peripheral nervous system composed of well-differentiated Schwann cells.	Schwannoma
C156607	C88025		Neoplasm Type	SCHWANNOMA, ENDOCARDIAL, MALIGNANT		A malignant schwannoma of the heart arising from subendocardial Schwann cells that appear as an expansile spindle cell mass, which may infiltrate the myocardium and protrude into the ventricular lumen. (INHAND)	Experimental Organism Endocardial Schwannoma
C156608	C88025		Neoplasm Type	SCHWANNOMA, INTRAMURAL, MALIGNANT		A malignant schwannoma of the heart arising from intramural Schwann cells that appears as a poorly circumscribed spindle cell mass within the ventricular myocardium which tends to exhibit infiltrative rather than expansile margins. (INHAND)	Experimental Organism Intramural Schwannoma
C3798	C88025		Neoplasm Type	SCHWANNOMA, MALIGNANT	Malignant Neurilemmoma; Malignant Peripheral Nerve Sheath Tumour; Neurofibrosarcoma, Malignant	A malignant neoplasm, originating from the sheaths of the peripheral nerve.	Malignant Peripheral Nerve Sheath Tumor
C112276	C88025		Neoplasm Type	SEMINOMA, BENIGN		A benign germ cell neoplasm of the testis.	Experimental Organism Benign Seminoma
C9309	C88025		Neoplasm Type	SEMINOMA, MALIGNANT	Seminoma; Seminoma, Pure	A malignant germ cell neoplasm of the testis.	Seminoma
C67012	C88025		Neoplasm Type	SERTOLI CELL TUMOR, BENIGN	Benign Androblastoma	A benign neoplasm of the testis or ovary, originating from Sertoli cells.	Benign Sertoli Cell Tumor
C67006	C88025		Neoplasm Type	SERTOLI CELL TUMOR, MALIGNANT	Malignant Androblastoma	A malignant neoplasm of the testis or ovary, originating from Sertoli cells.	Malignant Sertoli Cell Tumor
C126084	C88025		Neoplasm Type	SERTOLI-LEYDIG CELL TUMOR, MIXED, BENIGN		A benign neoplasm composed of Sertoli cells arranged in tubules intermixed with pleomorphic Leydig cells.	Experimental Organism Benign Mixed Sertoli-Leydig Cell Tumor
C124614	C88025		Neoplasm Type	SEX CORD STROMAL TUMOR, MIXED, BENIGN		A benign sex cord-stromal neoplasm that arises from the testis or ovary and is composed of a mix of stromal cell types.	Experimental Organism Benign Mixed Sex Cord Stromal Tumor
C124615	C88025		Neoplasm Type	SEX CORD STROMAL TUMOR, MIXED, MALIGNANT		A malignant sex cord-stromal neoplasm that arises from the testis or ovary and is composed of a mix of stromal cell types.	Experimental Organism Malignant Mixed Sex Cord Stromal Tumor
C6569	C88025		Neoplasm Type	STROMAL NEPHROMA, MALIGNANT	CMN	A congenital malignant neoplasm of the kidney characterized by the presence of fibroblastic cells.	Congenital Mesoblastic Nephroma
C8973	C88025		Neoplasm Type	STROMAL SARCOMA, ENDOMETRIAL, MALIGNANT	ESS; Sarcoma, Endometrial Stromal	A malignant, mesenchymal tumor of the uterine stroma.	Endometrioid Stromal Sarcoma
C6926	C88025		Neoplasm Type	STROMAL SARCOMA, MALIGNANT	Stromal Tumor, Malignant	A malignant neoplasm characterized by the presence of atypical mesenchymal-stromal cells.	Stromal Sarcoma
C114113	C88025		Neoplasm Type	STROMAL TUMOR, BENIGN		A benign neoplasm composed of mesenchymal stromal cells.	Experimental Organism Benign Stromal Tumor Neoplasm
C67561	C88025		Neoplasm Type	STROMAL TUMOR, GONADAL, MALIGNANT	Sex Cord Stromal Tumor, Malignant	A malignant neoplasm originating from the gonadal sex cord stroma.	Malignant Sex Cord-Stromal Tumor
C3795	C88025		Neoplasm Type	SUBEPENDYMOMA, BENIGN	Subependymal Glioma; Who Grade I Ependymal Neoplasm; Who Grade I Ependymal Tumor	A benign neoplasm of the brain localized in the vicinity of a ventricular wall and is composed of glial tumor cell clusters embedded in an abundant fibrillary matrix with frequent microcystic changes.	Subependymoma
C3829	C88025		Neoplasm Type	SYNOVIOMA, BENIGN	Benign Neoplasm of Synovium; Benign Neoplasm of the Synovium; Benign Synovial Tumor; Benign Synovioma; Benign Tumor of Synovium; Benign Tumor of the Synovium	A benign neoplasm arising from the synovial membrane.	Benign Synovial Neoplasm
C114114	C88025		Neoplasm Type	TERATOMA, BENIGN		A benign germ-cell neoplasm derived from pluripotent cells and consisting of components from one or more of the three germ-cell layers.	Experimental Organism Benign Teratoma Neoplasm
C4287	C88025		Neoplasm Type	TERATOMA, MALIGNANT		A malignant germ-cell neoplasm derived from pluripotent cells and consisting of components from one or more of the three germ-cell layers.	Malignant Teratoma
C5219	C88025		Neoplasm Type	THECOMA, BENIGN	Benign Ovarian Thecal Cell Neoplasm; Benign Ovarian Thecal Cell Tumor; Benign Thecal Cell Neoplasm of Ovary; Benign Thecal Cell Neoplasm of the Ovary; Benign Thecal Cell Tumor of Ovary; Benign Thecal Cell Tumor of the Ovary; Benign Thecoma of Ovary; Benign Thecoma of the Ovary; Thecal Cell Tumor, Benign	A benign sex-cord neoplasm of the ovary, originating from theca cells.	Benign Ovarian Thecoma
C156613	C88025		Neoplasm Type	THECOMA, MALIGNANT		A malignant neoplasm arising from sex cord/stromal cells of thecal differentiation.	Experimental Organism Malignant Thecoma
C6929	C88025		Neoplasm Type	THECOMA, OVARIAN, MALIGNANT	Malignant Ovarian Thecal Cell Neoplasm; Malignant Ovarian Thecal Cell Tumor; Malignant Thecal Cell Neoplasm of Ovary; Malignant Thecal Cell Neoplasm of the Ovary; Malignant Thecal Cell Tumor of Ovary; Malignant Thecal Cell Tumor of the Ovary; Malignant Thecoma of Ovary; Malignant Thecoma of the Ovary; Thecoma, Malignant	A malignant sex-cord neoplasm of the ovary, originating from theca cells.	Malignant Ovarian Thecoma
C114115	C88025		Neoplasm Type	THYMOMA, BENIGN		A benign neoplasm of the thymus, originating from epithelial thymus cells.	Experimental Organism Benign Thymoma Neoplasm
C7612	C88025		Neoplasm Type	THYMOMA, MALIGNANT		A malignant neoplasm of the thymus, originating from epithelial thymus cells.	Malignant Thymoma
C27132	C88025		Neoplasm Type	TRICHOEPITHELIOMA, BENIGN	Brooke's Tumor; Trichoepithelioma; Trichogenic Adnexal Tumor; Trichogenic Trichoblastoma	A benign hair follicle neoplasm with trichoblastic differentiation.	Trichoblastoma
C4113	C88025		Neoplasm Type	TRICHOLEMMOMA, BENIGN		A benign hair follicle neoplasm in the outer hair sheath and infundibulum, characterized by central cells showing highly eosinophilic amorphous keratin.	Trichilemmoma
C8602	C88025		Neoplasm Type	TUMOR, MIXED, BENIGN		A benign neoplasm composed of epithelial and/or myoepithelial cells and a mesenchymal component.	Pleomorphic Adenoma
C3729	C88025		Neoplasm Type	TUMOR, MIXED, MALIGNANT	Malignant Mixed Tumor	A malignant neoplasm composed of epithelial and/or myoepithelial cells and a mesenchymal component. A general term for which the transformed cell types have not been specified.	Malignant Mixed Neoplasm
C3011	C88025		Neoplasm Type	YOLK SAC TUMOR, MALIGNANT	Carcinoma, Yolk Sac; Endodermal Sinus Neoplasm; Endodermal Sinus Tumor; Yolk Sac Neoplasm; Yolk Sac Tumor Site Unspecified	A non-seminomatous malignant germ cell tumor composed of primitive germ cells and which produce an eosinophilic substance (alpha-fetoprotein).	Yolk Sac Tumor
