Code	Codelist Code	Codelist Extensible (Yes/No)	Codelist Name	CDISC Submission Value	CDISC Synonym(s)	CDISC Definition	NCI Preferred Term
C186242	C124310		Fetal Pathology Findings Result	SUPERNUMERARY OSSIFICATION SITE		More than the usual or expected number of ossification site(s). (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Supernumerary Ossification Site
C158328	C124310		Fetal Pathology Findings Result	SUPERNUMERARY RIB	Supernumerary Rib, Full	More than the usual or expected number of thoracic ribs having a length equal to or greater than 1/3 to 1/2 the size of the rib above or below it. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Supernumerary Rib
C186243	C124310		Fetal Pathology Findings Result	SUPERNUMERARY RIB, ARTICULATED		An additional rib-like structure articulated with the vertebral column. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Articulated Supernumerary Rib
C186244	C124310		Fetal Pathology Findings Result	SUPERNUMERARY RIB, NON-ARTICULATED	Floating Rib	An additional rib-like structure usually between two other ribs, not articulated with the vertebral column. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Non-articulated Supernumerary Rib
C176389	C124310		Fetal Pathology Findings Result	SUPERNUMERARY RIB, SHORT		An extra rib at the cervicothoracic border with the distal extremity rounded, length less than one third of the length of the ossified portion of the first thoracic rib and no costal cartilage distal. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Short Supernumerary Rib
C63758	C124310		Fetal Pathology Findings Result	SUPERNUMERARY	Accessory; Extra	More than the usual or expected number. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Supernumerary
C186245	C124310		Fetal Pathology Findings Result	SUTURAL BONE	Fontanellar Bone; Intrasutural Bone; Wormian Bone	A supernumerary bone within the sutural joint of the skull.	Sutural Bone
C84505	C124310		Fetal Pathology Findings Result	TETRALOGY OF FALLOT		Defect of the heart which includes all of the following: pulmonary stenosis, interventricular septal defect, dextraposed aorta overriding the ventricular septum, and enlarged right ventricular wall. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Tetralogy of Fallot
C81186	C124310		Fetal Pathology Findings Result	THICK		Relatively greater extent or depth than normal from one surface to the other of a tissue or skeletal element. Describes the three dimensional structure.	Thick
C65127	C124310		Fetal Pathology Findings Result	THIN		Relatively lesser extent than normal from one surface to the other of a tissue or skeletal element. Describes the three dimensional structure. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Thin
C124586	C124310		Fetal Pathology Findings Result	THORACOGASTROSCHISIS	Thoracoceloschisis	Fissure of thoracic and abdominal walls with thoracic and abdominal viscera, or major parts thereof, exposed ventrally. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Thoracogastroschisis
C124587	C124310		Fetal Pathology Findings Result	THORACOSCHISIS		Fissure of thoracic wall. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Thoracoschisis
C124588	C124310		Fetal Pathology Findings Result	THREAD-LIKE	Filamentous	Resembling a thread or pertaining to thread-like structures.	Thread-Like
C176481	C124310		Fetal Pathology Findings Result	THREE-CHAMBERED		Consisting of three chambers.	Three-Chambered
C124590	C124310		Fetal Pathology Findings Result	THYMIC CORD	Extra Thymic Tissue; Thymic Remnant in the Neck; Thymus Long Cranially	Partially undescended horn of thymus. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Thymic Cord
C176482	C124310		Fetal Pathology Findings Result	TRANSPOSED	Transposition	Displacement to the opposite side. (https://medical-dictionary.thefreedictionary.com/)	Transposed
C176483	C124310		Fetal Pathology Findings Result	TWO-CHAMBERED		Consisting of two chambers.	Two-Chambered
C176484	C124310		Fetal Pathology Findings Result	UNEXPANDED		Incomplete expansion.	Unexpanded
C186246	C124310		Fetal Pathology Findings Result	UNILATERAL OSSIFICATION		Commonly used for structures arising from two or more primary ossification centers (e.g., sternebrae, vertebral centra). Ossification is present in only one of the centers. Applies only to ossification sites and does not imply that the structure, as represented by the bone precursor, is unilateral. (Adapted from Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Unilateral Ossification Site
C124642	C124310		Fetal Pathology Findings Result	UNOSSIFIED LINE	Supernumerary Suture	Linear break in ossification with underlying bone precursor present. Usually seen in the intramembranous bones of the skull. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Supernumerary Cranial Sutures
C124641	C124310		Fetal Pathology Findings Result	UNOSSIFIED		Absence of ossification (assessed by absence of alizarin red stain) at a site which, in controls of the same age, is usually at least partially ossified. Applies only to the ossification site and does not imply any change to the bone precursor. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Unossified
C96301	C124310		Fetal Pathology Findings Result	UNREMARKABLE		No noteworthy findings.	Unremarkable
C176485	C124310		Fetal Pathology Findings Result	WAVY		Undulations along a length. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Wavy
C124593	C124310		Fetal Pathology Findings Result	WIDE		Greater than the normal or expected width. More than the normal side to side dimension. (Makris S, Solomon HM, Clark R, Shiota K, Barbellion S, Buschmann J, Ema M, Fujiwara M, Grote K, Hazelden KP, Hew KW, Horimoto M, Ooshima Y, Parkinson M, Wise LD. Terminology of developmental abnormalities in common laboratory mammals (Version 2). Part B. Birth Defects Res B Dev Reprod Toxicol. 2009 Aug;86(4):227-327.)	Wide
