Code	Codelist Code	Codelist Extensible (Yes/No)	Codelist Name	CDISC Submission Value	CDISC Synonym(s)	CDISC Definition	NCI Preferred Term
C33015	C77529		Specimen	NERVE, LUMBAR		Any of the spinal nerves originating from the lumbar region.	Lumbar Nerve
C52815	C77529		Specimen	NERVE, MEDIAN		A nerve extending from the brachial plexus traveling the length of the arm/thoracic limb, which innervates some flexor muscles of the arm/forelimb and the skin on the palmar aspect of the carpus, metacarpus and digits.	Median Nerve
C12758	C77529		Specimen	NERVE, OCULOMOTOR	Third Cranial Nerve	A cranial nerve extending from the oculomotor nucleus and accessory parasympathetic nucleus, which innervates the pupil, lens, upper eyelid, and eye muscles.	Oculomotor Nerve
C12761	C77529		Specimen	NERVE, OPTIC	Second Cranial Nerve	A cranial nerve extending between the retina and optic chiasma, which innervates the eye.	Optic Nerve
C12768	C77529		Specimen	NERVE, PERIPHERAL		Any nerve outside the brain or spinal cord that connects with peripheral receptors or effectors. (NCI)	Peripheral Nerve
C52814	C77529		Specimen	NERVE, PERONEAL	Nerve, Fibular	A branch of the sciatic nerve that includes the common, deep, and/or superficial peroneal nerves, which innervates multiple muscles in the distal region of the leg/hindlimb.	Peroneal Nerve
C92601	C77529		Specimen	NERVE, PERONEAL, COMMON		The portion of the peroneal nerve that extends from the sciatic nerve to the bifurcation of the deep and superficial peroneal nerves.	Common Peroneal Nerve
C92602	C77529		Specimen	NERVE, PERONEAL, DEEP		A branch of the common peroneal nerve that runs deep to the superficial peroneal nerve and which predominantly innervates the muscles of the crus and foot/hindfoot.	Deep Peroneal Nerve
C92603	C77529		Specimen	NERVE, PERONEAL, SUPERFICIAL		A branch of the common peroneal nerve that runs superficial to the deep peroneal nerve and which predominantly innervates the skin of the crus and foot/hindfoot.	Superficial Peroneal Nerve
C77674	C77529		Specimen	NERVE, PLANTAR		A nerve arising from the tibial nerve and dividing into the medial and lateral plantar nerves, which innervates the skin and muscles of the plantar region of the foot/hindfoot.	Plantar Nerve
C52812	C77529		Specimen	NERVE, RADIAL		A nerve extending from the brachial plexus traveling the length of the arm/forelimb, which innervates the extensor muscles of the elbow, carpus and phalanges, as well as the skin on the dorsal aspect of the carpus, metacarpus and digits.	Radial Nerve
C147511	C77529		Specimen	NERVE, SAPHENOUS		A branch of the femoral nerve traveling the length of the leg/hindlimb, which innervates the sartorius and the skin of the medial aspect of the leg/hindlimb from the knee/stifle joint to the metatarsus.	Saphenous Nerve
C52810	C77529		Specimen	NERVE, SCIATIC		A nerve arising from the merge of the lumbar and sacral rami in the pelvis and dividing into the common peroneal and tibial nerves, and which innervates the muscles of the thigh.	Sciatic Nerve
C12792	C77529		Specimen	NERVE, SPINAL	Spinal Roots	A nerve arising from the spinal cord where the dorsal and ventral roots converge and exit through the intervertebral foramen.	Spinal Nerve
C77675	C77529		Specimen	NERVE, SURAL		A minor branch of the sciatic nerve that includes the lateral and caudal sural nerves, which innervates the skin of the crus, tarsus and metatarsus.	Sural Nerve
C198408	C77529		Specimen	NERVE, THORACIC		Any of the spinal nerves originating from the thoracic region.	Thoracic Nerve
C52809	C77529		Specimen	NERVE, TIBIAL		A branch of the sciatic nerve that divides into the medial and lateral plantar nerves, and which innervates the muscles of the crus and the skin of the tarsus.	Tibial Nerve
C12806	C77529		Specimen	NERVE, TRIGEMINAL	Fifth Cranial Nerve	A cranial nerve extending from the pons, which innervates the skin, mucous membranes, and masticatory muscles of the head.	Trigeminal Nerve
C52807	C77529		Specimen	NERVE, ULNAR		A nerve arising from spinal nerves C8, T1 and T2, which innervates the flexor muscles of the arm/forelimb and skin of the arm/forelimb and lateral manus.	Ulnar Nerve
C12812	C77529		Specimen	NERVE, VAGUS	Tenth Cranial Nerve	A cranial nerve arising from the medulla oblongata, which provides efferent parasympathetic innervation to tissues and viscera in the neck, thorax and abdomen; it also includes somatic and visceral afferent nerve fibers.	Vagus Nerve
C12996	C77529		Specimen	NERVE, VESTIBULOCOCHLEAR	Eighth Cranial Nerve	A cranial nerve extending from the inner ear and entering the cranial cavity through the internal auditory foramen where it joins the brainstem.	Vestibulocochlear Nerve
C12299	C77529		Specimen	NIPPLE		The protuberance in the skin where the ducts of the mammary gland open.	Nipple
C12756	C77529		Specimen	NOSE	Nose	A structure of special sense serving as an organ of the sense of smell and as an entrance to the respiratory tract. (NCI)	Nose
C13197	C77529		Specimen	NUCLEUS	Cell Nucleus	A body within the cell, surrounded by a membrane, within which lie the chromosomes, one or more nucleoli, combined with proteins, and exhibits mitosis. (NCI)	Nucleus
C98765	C77529		Specimen	OLFACTORY REGION		The area of mucosa in the nose lined by olfactory epithelium and containing olfactory glands. (NCI)	Olfactory Region
C98766	C77529		Specimen	OMASUM		The third compartment of the forestomach of ruminants with many long folds of mucosa (resembling a book). (NCI)	Omasum
C33209	C77529		Specimen	OMENTUM		A double layer of peritoneum covering abdominal organs.	Omentum
C12760	C77529		Specimen	OPTIC DISC	Optic Nerve Head	The portion of the retina at which the axons of the ganglion cells exit the eyeball to form the optic nerve.	Optic Disc
C12762	C77529		Specimen	OROPHARYNX		The part of the pharynx between the soft palate and the upper portion of the epiglottis. (NCI)	Oropharynx
C12404	C77529		Specimen	OVARY		The female gonad.	Ovary
C92595	C77529		Specimen	OVARY/OVIDUCT		A specimen that contains the ovary and oviduct.	Ovary/Oviduct
C12403	C77529		Specimen	OVIDUCT	Fallopian Tube	The tube through which eggs pass from an ovary.	Fallopian Tube
C12229	C77529		Specimen	PALATE		The roof of the oral cavity. It separates the oral cavity from the nasal cavity.	Palate
C12230	C77529		Specimen	PALATE, HARD		The part of the roof of the mouth supported by bone.	Hard Palate
C12231	C77529		Specimen	PALATE, SOFT		The part of the roof of the mouth not supported by bone.	Soft Palate
C209711	C77529		Specimen	PAMPINIFORM PLEXUS		A network of veins that drains blood from the testes or ovaries and surrounds the testicular or ovarian artery.	Pampiniform Plexus
C12393	C77529		Specimen	PANCREAS		A digestive organ in the abdomen that has both endocrine and exocrine functions.	Pancreas
C12608	C77529		Specimen	PANCREAS, ENDOCRINE	Endocrine Pancreas	The pancreatic tissue that contains the islets of Langerhans. It is responsible for the production and secretions of the pancreatic hormones. (NCI)	Islet of Langerhans
C119578	C77529		Specimen	PAPILLA, DUODENAL		An opening on the duodenal mucosa where the bile and pancreatic ducts enter the duodenum.	Duodenal Papilla
C12763	C77529		Specimen	PARANASAL SINUS		The air-filled cavities adjacent to the nasal cavity lined by a mucous membrane and located in the bones of the skull.	Paranasal Sinus
C77660	C77529		Specimen	PAW		The entire structure distal to the ankle joint/tarsus or wrist joint/carpus in quadruped animals.	Paw
C12409	C77529		Specimen	PENIS		The male organ of urination and copulation. (NCI)	Penis
C13005	C77529		Specimen	PERICARDIUM		The membrane surrounding the heart and roots of the vessels at the base of the heart.	Pericardium
C33301	C77529		Specimen	PERINEUM	Perineum	The area located between the anus and vulva in females, and anus and scrotum in males. (NCI)	Perineum
C12954	C77529		Specimen	PERIPHERAL BLOOD MONONUCLEAR CELL	PBMC	A peripheral blood cell with a single nucleus, for example lymphocytes and monocytes.	Peripheral Blood Mononuclear Cell
C12770	C77529		Specimen	PERITONEUM		The membrane that lines the abdominal and pelvic cavities.	Peritoneum
C12771	C77529		Specimen	PEYER'S PATCH		An organized aggregate of gut-associated lymphoid tissue located in the mucosa of the small intestine.	Peyer Patch
C12425	C77529		Specimen	PHARYNX		A passageway in the head and neck that includes the nasopharynx, oropharynx and laryngopharynx.	Pharynx
C12292	C77529		Specimen	PINNA	Auricle; External Ear; Pinna	The external part of the ear. (NCI)	External Ear
C13272	C77529		Specimen	PLACENTA		An organ present in true mammals during embryonic developmen that provides the fetus with nutrients and oxygen, facilitates gas and waste exchange between the fetus and mother.	Placenta
C13356	C77529		Specimen	PLASMA		The fluid (acellular) portion of the circulating blood with retained clotting components.	Plasma
C12469	C77529		Specimen	PLEURA		The serous membrane that lines the wall of the thoracic cavity and the surface of the lungs.	Pleura
C12323	C77529		Specimen	PREPUCE	Preputium Penis	A fold of skin covering the end of the penis.	Prepuce
C111301	C77529		Specimen	PROVENTRICULUS		The portion of the stomach of some non-mammalian species located between the thoracic esophagus and the ventriculus.	Proventriculus
C12887	C77529		Specimen	RENAL PELVIS		The funnel-shaped proximal portion of the ureter located within the kidney into which urine is secreted, from the collecting duct system of the kidney. (NCI)	Renal Pelvis
C176412	C77529		Specimen	REPRODUCTIVE TISSUE		Tissue from any of the organs involved in reproduction.	Reproductive Tissue
C33467	C77529		Specimen	RETE TESTIS		A network of tubules that convey sperm from the seminiferous tubules within the testicles to the efferent ducts. (NCI)	Rete Testis
C98777	C77529		Specimen	RETICULUM		Smallest forestomach of ruminants with complex honeycomb folding of mucosa. (NCI)	Reticulum
C12298	C77529		Specimen	RETROPERITONEUM		The region of the abdomen outside the peritoneum, where the kidneys lie and the great blood vessels run.	Retroperitoneum
C179828	C77529		Specimen	ROUND WINDOW NICHE		A bony pouch in the tympanic cavity that is enclosed by the secondary tympanic membrane.	Round Window Niche
C98778	C77529		Specimen	RUMEN	Paunch	Largest forestomach of ruminants where bacterial fermentation occurs. (NCI)	Rumen
C125896	C77529		Specimen	SAC, ANAL		One of two pouches located on either side of the anus of most carnivores that contain the secretions of the anal sac glands.	Anal Sac
C14128	C77529		Specimen	SAC, YOLK		Membranous sac on the ventral aspect of the developing embryo that acts as a primitive circulatory system as well as providing nourishment. (NCI)	Yolk Sac
C13275	C77529		Specimen	SALIVA		A clear liquid secreted by the salivary glands.	Saliva
C12785	C77529		Specimen	SCROTUM		The pouch that encloses the testicles.	Scrotum
C179829	C77529		Specimen	SECONDARY TYMPANIC MEMBRANE	Round Window Membrane	A membrane that encloses the round window niche of the middle ear.	Secondary Tympanic Membrane
C13277	C77529		Specimen	SEMEN		The fluid containing the spermatozoa, secreted by the testes and accessory reproductive glands of the male.	Semen
C13325	C77529		Specimen	SERUM	Sera	The clear portion of the blood that remains after the removal of the blood cells and the clotting proteins. (NCI)	Serum
C33556	C77529		Specimen	SINUS	Sinus	A recess, cavity, or channel. (NCI)	Sinus
C77676	C77529		Specimen	SITE, APPLICATION	Site, Exposure	The anatomic site at which medical intervention is administered. (NCI)	Application Site
C77677	C77529		Specimen	SITE, BIOPSY		The anatomic site targeted for a biopsy procedure. (NCI)	Biopsy Site
C92596	C77529		Specimen	SITE, CATHETER		The anatomic site through which fluid is transferred into or out of the body using a catheter. (NCI)	Catheter Site
C77685	C77529		Specimen	SITE, EXTERIORIZATION		The site of the surgical exposure of an internal organ or tissue. (NCI)	Exteriorization Site
C77678	C77529		Specimen	SITE, IMPLANTATION		The anatomic site at which a material such as a tissue, graft, device or radioactive material is inserted with some intended degree of permanence. This term may also refer to the site of the uterus at which the early embryo is attached.	Implantation Site
C77679	C77529		Specimen	SITE, INFUSION		The anatomic site through which fluid is introduced into the body. (NCI)	Infusion Site
C77680	C77529		Specimen	SITE, INJECTION		The anatomic site at which a medication or a vaccine is injected. (NCI)	Injection Site
C77681	C77529		Specimen	SITE, INJURY		The anatomic site at which damage or harm was suffered. (NCI)	Injury Site
C77682	C77529		Specimen	SITE, MICROCHIP		The anatomic site at which a microchip is implanted. (NCI)	Microchip Site
C147512	C77529		Specimen	SITE, SUBCUTANEOUS PORT		The anatomic site at which a subcutaneous port is implanted.	Subcutaneous Port Site
C77683	C77529		Specimen	SITE, SURGICAL	Incision Site	The anatomic site of a cut made during surgery. The term may also refer to the resultant scar from the surgical procedure. (NCI)	Incision Site
C77684	C77529		Specimen	SITE, TATTOO		The anatomic site at which a tattoo is present. (NCI)	Tattoo Site
C48322	C77529		Specimen	SITE, UNCERTAIN PRIMARY		Referring to the fact that the original site of growth of a metastatic cancer is unknown or uncertain. (NCI)	Primary Site Unknown
C12470	C77529		Specimen	SKIN	Integument; Skin	An organ that constitutes the external surface of the body. It consists of the epidermis, dermis, and skin appendages. (NCI)	Skin
C92441	C77529		Specimen	SKIN/SUBCUTIS		A specimen that contains the epidermis, dermis, and subcutaneous adipose tissue.	Skin/Subcutaneous Tissue
C92437	C77529		Specimen	SMALL COLON		The terminal part of the colon of the horse with a reduced diameter. (NCI)	Small Colon
C12386	C77529		Specimen	SMALL INTESTINE		The villous section of the intestine extending from the pylorus to the proximal large intestine.	Small Intestine
C12263	C77529		Specimen	SMALL INTESTINE, DUODENUM		The portion of the small intestine between the stomach and jejunum.	Duodenum
C12387	C77529		Specimen	SMALL INTESTINE, ILEUM		The portion of the small intestine between the jejunum and large intestine.	Ileum
C179830	C77529		Specimen	SMALL INTESTINE, JEJUNOILEUM		A region of the small intestine of some animals, between the duodenum and colon, wherein the jejunum and ileum are co-located but not spatially distinct from each other.	Experimental Organism Jejunoileum
C12388	C77529		Specimen	SMALL INTESTINE, JEJUNUM		The portion of the small intestine between the duodenum and ileum.	Jejunum
C88024	C77529		Specimen	SMALL INTESTINE, SACCULUS ROTUNDUS		An anatomic structure exclusive to rabbits that is located at the terminal part of the ileum. It is rich in lymphoid tissue.	Sacculus Rotundus
C12998	C77529		Specimen	SPINAL COLUMN	Vertebral Column	The series of vertebrae and other tissues extending from the skull to the last tailbone.	Vertebral Column
C12464	C77529		Specimen	SPINAL CORD	Medulla Spinalis	The portion of the central nervous system that lies within the vertebral canal and from which the spinal nerves emerge.	Spinal Cord
C12892	C77529		Specimen	SPINAL CORD, CERVICAL		The segment of the spinal cord between the end of the brain stem and the thoracic spinal cord.	Cervical Spinal Cord
C12895	C77529		Specimen	SPINAL CORD, LUMBAR		The segment of the spinal cord between the thoracic spinal cord and the sacral spinal cord.	Lumbar Spinal Cord
C12896	C77529		Specimen	SPINAL CORD, SACRAL		The segment of the spinal cord between the lumbar spinal cord and the caudal spinal cord.	Sacral Spinal Cord
C12894	C77529		Specimen	SPINAL CORD, THORACIC		The segment of the spinal cord between the cervical spinal cord and the lumbar spinal cord.	Thoracic Spinal Cord
C92438	C77529		Specimen	SPIRAL COLON		The ascending colon of the ruminants and pigs. (NCI)	Spiral Colon
C12432	C77529		Specimen	SPLEEN		An abdominal organ that is part of the hematopoietic and immune systems. It is composed of the white pulp and the red pulp and is surrounded by a capsule.	Spleen
C12391	C77529		Specimen	STOMACH		The portion of the gastrointestinal tract located between the esophagus and the proximal duodenum.	Stomach
C12256	C77529		Specimen	STOMACH, CARDIA		The region of the stomach adjacent to the esophogastric junction.	Gastric Cardia
C12257	C77529		Specimen	STOMACH, FUNDUS		The blind sac region of the glandular stomach.	Fundus of the Stomach
C77661	C77529		Specimen	STOMACH, GLANDULAR		The portion of the stomach that contains glandular mucosa.	Glandular Stomach
C77662	C77529		Specimen	STOMACH, NONGLANDULAR	Forestomach	The portion of the stomach that contains stratified squamous mucosa.	Nonglandular Stomach
C12260	C77529		Specimen	STOMACH, PYLORUS		The region of the stomach that connects to the duodenum.	Pylorus
C33645	C77529		Specimen	SUBCUTIS	Subcutaneous Tissue	Adipose and connective tissue located deep to the dermis.	Subcutis
C13280	C77529		Specimen	SWEAT	Sweat	The liquid secreted by the sweat glands. (NCI)	Sweat
C12473	C77529		Specimen	SYNOVIAL MEMBRANE	Synovial Membrane; Synovial Stratum	The connective tissue and synoviocytes that line the inner surface of the joint capsule.	Synovial Membrane
C111323	C77529		Specimen	SYRINX		The vocal organ of a bird located near the tracheal bifurcation.	Syrinx
C77663	C77529		Specimen	TAIL		A flexible appendage caudal to the sacrum.	Tail
C33739	C77529		Specimen	TEAR		The fluid secreted by the lacrimal apparatus.	Tear
C77664	C77529		Specimen	TEAT		A specialized type of nipple distinguished by its large cistern (lactiferous sinus) that connects to the exterior through the teat canal.	Teat
C96299	C77529		Specimen	TENDON SHEATH		A membranous sheet that envelops a tendon.	Tendon Sheath
C13045	C77529		Specimen	TENDON		A band of fibrous connective tissue that joins bone to muscle. (NCI)	Tendon
C32043	C77529		Specimen	TENDON, CALCANEAL		The tendon that, in general, attaches the gastrocnemius muscle to the calcaneous bone in the tarsus.	Achilles Tendon
C12412	C77529		Specimen	TESTIS	Testicle	The male gonad.	Testis
C77668	C77529		Specimen	TESTIS/EPIDIDYMIS		A specimen that contains the testis and epididymis.	Testis/Epididymis
C62484	C77529		Specimen	THORACIC WALL	Chest Wall	The total system of structures outside the lungs that move as a part of breathing; it includes all structures from the skin to the parietal pleura. (NCI)	Chest Wall
C12433	C77529		Specimen	THYMUS	Thymus Gland	A primary lymphoid organ generally located in the mediastinum near the thoracic inlet and/or along lateral aspects of the neck.	Thymus Gland
C132256	C77529		Specimen	TISSUE, UNSPECIFIED		A tissue specimen for which the identity or anatomic origin is not known or specified.	Unspecified Tissue
C12422	C77529		Specimen	TONGUE		The muscular organ in the mouth used in taste perception and food ingestion.	Tongue
C12802	C77529		Specimen	TONSIL		A secondary lymphoid tissue in the mucosa of the pharynx.	Tonsil
C32988	C77529		Specimen	TONSIL, LINGUAL		A tonsil in the mucosa at the root of the tongue.	Lingual Tonsil
C33250	C77529		Specimen	TONSIL, PALATINE		A tonsil in the mucosa of the glossopalatine arch of the oropharynx.	Palatine Tonsil
C33318	C77529		Specimen	TONSIL, PHARYNGEAL	Adenoid	A tonsil in the mucosa of the nasopharynx.	Pharyngeal Tonsil
C12506	C77529		Specimen	TOOTH		A hard calcified structure in the jaw; primarily used for eating.	Tooth
C32258	C77529		Specimen	TOOTH, CANINE	Canine Tooth	A single-cusped (pointed) and usually single-rooted tooth located between the incisors and premolars. (NCI)	Canine Tooth
C32769	C77529		Specimen	TOOTH, INCISOR		A tooth between the canines in either jaw.	Incisor
C33136	C77529		Specimen	TOOTH, MOLAR		A tooth behind the premolars.	Molar Tooth
C32201	C77529		Specimen	TOOTH, PREMOLAR		A tooth between the canine and molar.	Bicuspid Tooth
C12428	C77529		Specimen	TRACHEA	Windpipe	The fibrocartilaginous tube extending from the larynx to the bronchi.	Trachea
C33822	C77529		Specimen	TUNICA VAGINALIS		The visceral and parietal serous membranes lining the testicular pouch.	Tunica Vaginalis
C112425	C77529		Specimen	TYMPANIC BULLA		The bony structure containing an inner lumen within the middle ear.	Tympanic Bulla
C12502	C77529		Specimen	TYMPANIC MEMBRANE	Tympanic Membrane	A thin membrane that separates the external auditory canal from the middle ear.	Tympanic Membrane
C12416	C77529		Specimen	URETER		The tube that extends from each kidney to the urinary bladder.	Ureter
C12417	C77529		Specimen	URETHRA		The tube that extends from the urinary bladder to the urethral opening.	Urethra
C12414	C77529		Specimen	URINARY BLADDER	Urinary Bladder	The distensible sac-like organ that functions as a reservoir of urine, collecting from the kidneys and eliminating via the urethra. (NCI)	Bladder
C13283	C77529		Specimen	URINE		The fluid produced by the kidneys.	Urine
C161570	C77529		Specimen	UTERINE HORN		The portion of the uterus that connects the oviduct to the corpus uteri.	Uterine Horn
C12405	C77529		Specimen	UTERUS	Womb	A hollow muscular organ within which the fertilized egg implants and the embryo/fetus develops during pregnancy.	Uterus
C92436	C77529		Specimen	UTERUS/CERVIX		A specimen that contains the uterus and cervix.	Uterus/Cervix
C77672	C77529		Specimen	UTERUS/OVARY		A specimen that contains the uterus and ovaries.	Uterus/Ovaries
C12407	C77529		Specimen	VAGINA	Vagina	The female genital canal, extending from the uterus to the vulva. (NCI)	Vagina
C12670	C77529		Specimen	VALVE, AORTIC		A cardiac valve located between the left ventricle and the aorta.	Aortic Valve
C12729	C77529		Specimen	VALVE, CARDIAC		A valve located in the heart.	Cardiac Valve
C12753	C77529		Specimen	VALVE, LEFT ATRIOVENTRICULAR	Left Atrioventricular Valve; Mitral Valve	A cardiac valve located between the left atrium and ventricle.	Mitral Valve
C12775	C77529		Specimen	VALVE, PULMONARY		A cardiac valve located between the right ventricle and the pulmonary artery.	Pulmonary Valve
C12805	C77529		Specimen	VALVE, RIGHT ATRIOVENTRICULAR	Right Atrioventricular Valve; Tricuspid Valve	A cardiac valve located between the right atrium and ventricle.	Tricuspid Valve
C12813	C77529		Specimen	VAS DEFERENS	Ductus Deferens	A duct carrying spermatozoa from the epididymides to the urethra.	Vas Deferens
C12814	C77529		Specimen	VEIN	Vein	A blood vessel that carries blood towards the heart.	Vein
C77673	C77529		Specimen	VEIN, AURICULAR		One of the veins of the pinna; in general these veins anastmose with each other or drain into the internal maxillary or superficial temporal vein.	Auricular Vein
C12883	C77529		Specimen	VEIN, BRACHIAL		A vein of the arm/forelimb; in general it arises from the union of the radial and ulnar veins and drains into the axillary vein.	Brachial Vein
C92598	C77529		Specimen	VEIN, CAUDAL	Tail Vein	A vein in the tail of some species.	Caudal Vein
C32286	C77529		Specimen	VEIN, CEPHALIC	Vena Cephalica	A vein of the arm/forelimb; in general it arises from the dorsal venous network of the hand/forefoot and drains into the axillary vein.	Cephalic Vein
C12716	C77529		Specimen	VEIN, FEMORAL		A vein of the thigh; in general it arises from the popliteal vein and drains into the external iliac vein.	Femoral Vein
C12738	C77529		Specimen	VEIN, JUGULAR	Vena Jugularis	One of the veins of the neck; in general it arises from the junction of the maxillary and linguofacial veins and drains into the brachiocephalic or the cranial caval vein.	Jugular Vein
C53055	C77529		Specimen	VEIN, MESENTERIC		A vein of the abdomen; in general it arises from the intestines and pancreas, combines with the splenic vein, and drains into the portal vein.	Mesenteric Vein
C33343	C77529		Specimen	VEIN, PORTAL	Hepatic Portal Vein	A vein lying in the lower part of the abdomen; in general it arises from the junction of the mesenteric and splenic veins and draining into the liver.	Portal Vein
C12776	C77529		Specimen	VEIN, PULMONARY		Any of the veins that carry oxygenated blood from the lungs to the heart.	Pulmonary Vein
C33462	C77529		Specimen	VEIN, RENAL		A vein arising from the kidney; in general it drains into the caudal vena cava vein.	Renal Vein
C33511	C77529		Specimen	VEIN, SAPHENA	Saphenous Vein	A vein of the leg/hindlimb; in general it arises from the venous network of the leg/hindfoot and drains into the femoral vein.	Saphenous Vein
C12817	C77529		Specimen	VEIN, VENA CAVA		The two major veins (caudal or cranial) that carry deoxygenated blood from the body and drain into the right atrium of the heart.	Vena Cava
C114236	C77529		Specimen	VENTRICULUS		The portion of the stomach of some non-mammalian species located between the proventriculus and the small intestine.	Ventriculus
C12679	C77529		Specimen	VESSEL, BLOOD		A tubular structure through which the blood circulates in the body. Blood vessels constitute a network composed of arteries, arterioles, capillaries, venules, and veins. (NCI)	Blood Vessel
C33038	C77529		Specimen	VESSEL, LYMPHATIC		A thin-walled tubular structure through which the lymph circulates in the body.	Lymphatic Vessel
C77666	C77529		Specimen	VOMITUS	Emesis; Vomitus	Partially digested gastric contents that are returned to the mouth or beyond via the vomit reflex present in some species.	Vomitus
C12408	C77529		Specimen	VULVA		The external, visible part of the female genitalia surrounding the urethral and vaginal opening(s).	Vulva
C77665	C77529		Specimen	WHOLE ANIMAL		Referring to the entire body of an animal. (NCI)	Whole Animal
C41067	C77529		Specimen	WHOLE BLOOD		Blood that has not been separated into its various components; blood that has not been modified except for the addition of an anticoagulant. (NCI)	Whole Blood
